slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
megaetherscan-mainnet,,!offer:etherscan,"[""[Explore](https://mega.etherscan.io/)"",""[Docs](https://docs.megaeth.com/user-guide/connect)""]",mainnet,Etherscan,,,,,,,,,,
